"Candidate","State","District","Office.Type","Primary.Status","Primary.Runoff.Status","Primary..","Race","Veteran.","LGBTQ.","Elected.Official.","Self.Funder.","STEM.","Obama.Alum.","Party.Support.","Emily.Endorsed.","Guns.Sense.Candidate.","Biden.Endorsed.","Warren.Endorsed.","Sanders.Endorsed.","Our.Revolution.Endorsed.","Justice.Dems.Endorsed.","PCCC.Endorsed.","Indivisible.Endorsed.","WFP.Endorsed.","VoteVets.Endorsed.","No.Labels.Support.","Election.Month"
"Nancy Skinner","MI","U.S. House Michigan District 11","Representative","Lost","None",10.4,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Suneel Gupta","MI","U.S. House Michigan District 11","Representative","Lost","None",21.299999,"Nonwhite","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Tim Greimel","MI","U.S. House Michigan District 11","Representative","Lost","None",21.799999,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Bill Wild","MI","U.S. House Michigan District 13","Representative","Lost","None",14,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral","8"
"Bill Wild","MI","U.S. House Michigan District 13","Representative","Lost","None",15.2,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral","8"
"Brenda Jones","MI","U.S. House Michigan District 13","Representative","Advanced","None",37.700001,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral","8"
"Brenda Jones","MI","U.S. House Michigan District 13","Representative","Lost","None",29.200001,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral","8"
"Coleman Young II","MI","U.S. House Michigan District 13","Representative","Lost","None",12,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral","8"
"Ian Conyers","MI","U.S. House Michigan District 13","Representative","Lost","None",6.3000002,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral","8"
"Ian Conyers","MI","U.S. House Michigan District 13","Representative","Lost","None",11.2,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral","8"
"Rashida Tlaib","MI","U.S. House Michigan District 13","Representative","Advanced","None",33.200001,"Nonwhite","No","No","Yes","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Yes","Neutral","Neutral","Neutral","No","8"
"Rashida Tlaib","MI","U.S. House Michigan District 13","Representative","Lost","None",35.900002,"Nonwhite","No","No","Yes","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Yes","Neutral","Neutral","Neutral","No","8"
"Shanelle Jackson","MI","U.S. House Michigan District 13","Representative","Lost","None",5.3000002,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral","8"
"Rob Davidson","MI","U.S. House Michigan District 2","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Yes","Neutral","Neutral","Neutral","8"
"Cathy Albro","MI","U.S. House Michigan District 3","Representative","Advanced","None",68.199997,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Fred Wooden","MI","U.S. House Michigan District 3","Representative","Lost","None",31.799999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Jerry Hilliard","MI","U.S. House Michigan District 4","Representative","Advanced","None",66.400002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Zigmond Kozicki","MI","U.S. House Michigan District 4","Representative","Lost","None",33.599998,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"David Benac","MI","U.S. House Michigan District 6","Representative","Lost","None",21.700001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"George Franklin","MI","U.S. House Michigan District 6","Representative","Lost","None",28.1,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Matt Longjohn","MI","U.S. House Michigan District 6","Representative","Advanced","None",37.299999,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Rich Eichholz","MI","U.S. House Michigan District 6","Representative","Lost","None",13,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Gretchen Driskell","MI","U.S. House Michigan District 7","Representative","Advanced","None",85.199997,"White","No","No","Yes","No","No","No","Yes","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Steven Friday","MI","U.S. House Michigan District 7","Representative","Lost","None",14.8,"White","Yes","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Chris Smith","MI","U.S. House Michigan District 8","Representative","Lost","None",29.1,"White","No","No","No","No","No","No","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Elissa Slotkin","MI","U.S. House Michigan District 8","Representative","Advanced","None",70.900002,"White","No","No","No","No","No","Yes","Neutral","Yes","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Andy Levin","MI","U.S. House Michigan District 9","Representative","Advanced","None",52.5,"White","No","No","No","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Ellen Lipton","MI","U.S. House Michigan District 9","Representative","Lost","None",42.400002,"White","No","No","Yes","No","Yes","No","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Martin Brook","MI","U.S. House Michigan District 9","Representative","Lost","None",5.0999999,"White","No","No","No","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Bill Haas","MO","U.S. House Missouri District 2","Representative","Lost","None",19.5,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","8"
"Cort VanOstran","MO","U.S. House Missouri District 2","Representative","Advanced","None",41.700001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","8"
"John Messmer","MO","U.S. House Missouri District 2","Representative","Lost","None",9.6999998,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","8"
"Mark Osmack","MO","U.S. House Missouri District 2","Representative","Lost","None",25.200001,"White","Yes","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","8"
"Robert Hazel","MO","U.S. House Missouri District 2","Representative","Lost","None",4,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","8"
"Katy Geppert","MO","U.S. House Missouri District 3","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Hallie Thompson","MO","U.S. House Missouri District 4","Representative","Lost","None",48.099998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Renee Hoagenson","MO","U.S. House Missouri District 4","Representative","Advanced","None",51.900002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Ed Andres","MO","U.S. House Missouri District 6","Representative","Lost","None",27.700001,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Henry Martin","MO","U.S. House Missouri District 6","Representative","Advanced","None",41.5,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Winston Apple","MO","U.S. House Missouri District 6","Representative","Lost","None",30.799999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Jamie Schoolcraft","MO","U.S. House Missouri District 7","Representative","Advanced","None",40.599998,"White","Yes","No","Yes","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"John Farmer de la Torre","MO","U.S. House Missouri District 7","Representative","Lost","None",21.700001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Kenneth Hatfield","MO","U.S. House Missouri District 7","Representative","Lost","None",22.299999,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Vincent Jennings","MO","U.S. House Missouri District 7","Representative","Lost","None",15.4,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Kathy Ellis","MO","U.S. House Missouri District 8","Representative","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Randy Wadkins","MS","U.S. House Mississippi District 1","Representative","Advanced","None",100,"Unknown","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Michael Aycox","MS","U.S. House Mississippi District 3","Representative","Lost","None",30.66,"Unknown","Yes","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Michael Evans","MS","U.S. House Mississippi District 3","Representative","Advanced","None",69.339996,"Unknown","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Jeramey Anderson","MS","U.S. House Mississippi District 4","Representative","Advanced","None",100,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","6"
"David Baria","MS","U.S. Senate Mississippi","Senator","Advanced","Advanced",30.98,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Howard Sherman","MS","U.S. Senate Mississippi","Senator","Advanced","Lost",31.790001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Jensen Bohren","MS","U.S. Senate Mississippi","Senator","Lost","None",3.21,"Unknown","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Jerone Garland","MS","U.S. Senate Mississippi","Senator","Lost","None",4.8499999,"Nonwhite","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Omeria Scott","MS","U.S. Senate Mississippi","Senator","Lost","None",24.200001,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Victor Maurice Jr.","MS","U.S. Senate Mississippi","Senator","Lost","None",4.96,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Grant Kier","MT","U.S. House Montana At-large District","Representative","Lost","None",24.15,"Unknown","No","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Jared Pettinato","MT","U.S. House Montana At-large District","Representative","Lost","None",2.21,"Unknown","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"John Heenan","MT","U.S. House Montana At-large District","Representative","Lost","None",31.709999,"Unknown","No","No","No","Yes","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"John Meyer","MT","U.S. House Montana At-large District","Representative","Lost","None",3.3399999,"Unknown","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Kathleen Williams","MT","U.S. House Montana At-large District","Representative","Advanced","None",33.52,"Unknown","No","No","Yes","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Lynda Moss","MT","U.S. House Montana At-large District","Representative","Lost","None",5.0599999,"Unknown","No","No","Yes","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"David Wilson Brown","NC","U.S. House North Carolina District 10","Representative","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","5"
